Date,Oil,Gold $,Silver $,Platinum $,Palladium $,Euro_USD,TIPS,VIX,Inflation_index,BTC,BTC Volume,BNB,LTC,XMR,ETH,SP500
2018-08-11,,,,,,,,,,5517.73,3547633655.0,10.29,51.15,82.05,282.31,
2018-08-12,,,,,,,,,,5549.63,4965162138.0,10.31,52.07,81.81,280.5,
2018-08-13,70.62,1200.35,15.185,814.0,905.0,1.1403,96.81,14.78,0.93,5524.67,3584639691.0,8.97,49.87,77.41,251.33,2821.93
2018-08-14,70.77,1197.0,15.035,806.0,894.0,1.1406,96.69,13.31,0.95,5464.23,4651022019.0,8.3,48.09,74.19,245.84,2839.96
2018-08-15,68.38,1182.0,14.825,775.0,849.0,1.1321,96.81,14.64,0.93,5562.58,4314692403.0,8.34,48.06,78.96,248.98,2818.37
2018-08-16,69.21,1180.4,14.605,781.0,885.0,1.137,96.71,13.45,0.92,5571.44,3816612292.0,8.62,48.69,80.1,253.34,2840.69
2018-08-17,70.14,1178.4,14.66,779.0,895.0,1.1391,96.69,12.64,0.92,5753.81,4391372032.0,9.5,53.79,86.74,276.06,2850.13
2018-08-18,,,,,,,,,,5616.65,3483885634.0,8.66,50.08,85.83,258.64,
2018-08-19,,,,,,,,,,5688.62,2895138585.0,8.88,50.66,86.06,263.04,
2018-08-20,71.11,1184.35,14.755,792.0,922.0,1.142,96.93,12.49,0.89,5489.97,3204599108.0,8.44,46.99,81.26,238.72,2857.05
2018-08-21,71.65,1190.95,14.785,795.0,912.0,1.1502,96.83,12.86,0.90,5606.81,2938978331.0,8.39,48.69,82.01,243.62,2862.96
2018-08-22,72.96,1196.65,14.81,798.0,923.0,1.1616,96.99,12.25,0.89,5504.76,4033621360.0,8.24,47.75,77.76,234.24,2861.82
2018-08-23,73.73,1192.35,14.625,782.5,915.0,1.1579,97.02,12.41,0.87,5662.81,2957683011.0,8.42,49.86,78.04,240.12,2856.98
2018-08-24,74.41,1197.7,14.62,786.0,932.0,1.1588,96.98,11.99,0.86,5782.6,3550970537.0,8.81,49.85,80.68,243.5,2874.69
2018-08-25,,,,,,,,,,5819.8,2850529214.0,8.72,49.83,79.63,240.64,
2018-08-26,,,,,,,,,,5759.78,2835814474.0,8.75,49.23,81.84,236.32,
2018-08-27,74.41,,,,,1.1633,96.97,12.16,0.88,5893.37,3451266638.0,9.6,51.57,89.48,244.48,2896.74
2018-08-28,75.91,1212.25,14.9,805.0,953.0,1.171,96.77,12.5,0.91,6068.83,3988991611.0,9.82,53.9,91.96,253.57,2897.52
2018-08-29,76.07,1204.2,14.69,793.0,950.0,1.166,96.8,12.25,0.90,6019.1,3545608484.0,9.54,52.76,88.45,247.11,2914.04
2018-08-30,77.05,1197.3,14.665,792.0,980.0,1.1692,96.83,13.53,0.88,5983.22,3812137000.0,9.23,51.71,88.15,243.6,2901.13
2018-08-31,76.94,1202.45,14.655,790.0,979.0,1.1651,96.84,12.86,0.91,6067.4,3854625740.0,9.5,53.39,100.58,243.99,2901.52
2018-09-01,,,,,,,,,,6201.61,3548624881.0,9.81,56.86,104.3,254.63,
2018-09-02,,,,,,,,,,6271.75,3732683852.0,9.74,56.61,103.91,253.86,
2018-09-03,77.81,1200.05,14.525,788.0,980.0,1.1609,96.84,13.01,.,6252.2,3525146602.0,9.7,56.3,116.74,249.1,
2018-09-04,77.51,1190.85,14.25,772.0,967.0,1.1562,96.67,13.16,0.94,6354.48,3680365140.0,9.81,58.45,119.08,246.63,2896.72
2018-09-05,76.68,1196.7,14.17,774.0,988.0,1.1582,96.64,13.91,0.95,5839.28,5006870954.0,8.67,50.23,98.91,199.72,2888.6
2018-09-06,75.67,1205.15,14.265,790.0,978.0,1.1634,96.66,14.65,0.94,5619.39,4748104530.0,8.85,49.48,101.12,198.14,2878.05
2018-09-07,75.55,1198.9,14.185,776.0,982.0,1.1615,96.45,14.88,0.97,5598.71,3670436354.0,8.69,48.65,96.86,188.04,2871.68
2018-09-08,,,,,,,,,,5389.99,3320110813.0,8.24,46.1,90.32,171.37,
2018-09-09,,,,,,,,,,5451.04,3178850316.0,8.23,47.52,91.89,170.36,
2018-09-10,76.77,1196.6,14.215,797.0,994.0,1.1571,96.41,14.16,0.96,5460.4,3213167229.0,8.22,47.1,91.14,170.01,2877.13
2018-09-11,78.22,1189.85,14.125,784.5,972.0,1.1574,96.32,13.22,0.99,5452.6,3321178399.0,8.09,45.17,91.13,159.64,2887.89
2018-09-12,80.02,1195.6,14.155,788.0,979.0,1.1585,96.4,13.14,0.97,5464.85,3505762098.0,7.93,44.44,89.76,157.73,2888.92
2018-09-13,77.66,1209.8,14.225,810.0,982.0,1.162,96.21,12.37,0.98,5575.59,3622911469.0,8.22,46.66,95.85,180.81,2904.18
2018-09-14,77.87,1201.95,14.215,805.0,987.0,1.1689,96.1,12.07,1.00,5600.89,3487227308.0,8.54,48.66,100.59,182.1,2904.98
2018-09-15,,,,,,,,,,5627.11,2765995872.0,8.69,48.77,102.68,191.84,
2018-09-16,,,,,,,,,,5607.14,2815385277.0,8.55,49.02,100.7,189.79,
2018-09-17,78.22,1201.9,14.17,801.0,982.0,1.1671,96.06,13.68,1.01,5383.27,3364690699.0,8.06,45.03,91.87,169.59,2888.8
2018-09-18,79.25,1200.2,14.21,814.0,999.0,1.1697,95.99,12.79,1.05,5456.28,3582524854.0,8.17,46.33,96.3,179.82,2904.31
2018-09-19,79.43,1203.3,14.185,817.0,1025.0,1.1667,95.91,11.75,1.06,5481.96,3794930205.0,8.24,46.55,93.83,179.89,2907.95
2018-09-20,79.03,1208.35,14.23,826.0,1050.0,1.1769,95.88,11.8,1.04,5538.76,3725248458.0,8.56,48.11,98.78,190.8,2930.75
2018-09-21,78.9,1198.7,14.33,829.0,1045.0,1.1759,95.97,11.68,1.03,5732.36,5549180189.0,8.86,51.68,105.32,209.88,2929.67
2018-09-22,,,,,,,,,,5721.32,3838335177.0,8.72,51.44,104.02,204.68,
2018-09-23,,,,,,,,,,5712.63,3572644480.0,8.75,52.24,104.28,207.99,
2018-09-24,80.89,1202.75,14.315,830.0,1058.0,1.1773,95.94,12.2,1.04,5612.16,3556065378.0,8.54,49.33,98.26,194.63,2919.37
2018-09-25,82.21,1201.9,14.29,827.0,1065.0,1.1777,95.84,12.42,1.05,5482.16,4021596324.0,8.32,48.93,98.99,185.82,2915.56
2018-09-26,81.87,1194.25,14.475,824.0,1066.0,1.1737,95.95,12.89,1.03,5530.01,3773535165.0,8.29,48.87,98.42,183.78,2905.97
2018-09-27,81.54,1185.4,14.42,812.0,1067.0,1.1707,95.94,12.41,1.03,5739.0,3922358450.0,8.62,54.13,102.51,196.4,2914.0
2018-09-28,82.72,1187.25,14.305,815.0,1094.0,1.1576,95.95,12.12,1.04,5724.24,4310151281.0,8.59,53.33,100.85,191.61,2913.98
2018-09-29,,,,,,,,,,5687.91,3759533040.0,8.61,53.08,98.96,199.56,
2018-09-30,,,,,,,,,,5709.23,3448160593.0,8.63,52.69,100.18,200.64,
2018-10-01,,1189.35,14.55,817.0,1053.0,1.1606,95.9,12.0,1.09,5691.99,3447626023.0,8.59,52.01,98.92,199.33,2924.59
2018-10-02,85.63,1204.7,14.505,828.0,1060.0,1.1543,95.93,12.05,1.07,5676.77,3437211713.0,8.97,51.7,101.16,196.71,2923.43
2018-10-03,85.45,1201.2,14.735,832.0,1050.0,1.1548,95.63,11.61,1.13,5666.25,3365927786.0,8.95,50.08,99.93,192.13,2925.51
2018-10-04,86.07,1203.45,14.63,830.0,1060.0,1.1502,95.4,14.22,1.18,5710.42,3344728128.0,8.9,50.6,99.45,192.95,2901.61
2018-10-05,85.12,1203.8,14.635,824.0,1061.0,1.1506,95.28,14.82,1.23,5747.68,3187896154.0,9.23,51.0,99.7,197.54,2885.57
2018-10-06,,,,,,,,,,5718.03,2829144246.0,9.0,50.2,99.87,195.38,
2018-10-07,,,,,,,,,,5730.73,2869840306.0,9.13,50.48,98.7,196.25,
2018-10-08,84.22,1186.95,14.465,814.0,1066.0,1.1478,95.27,15.69,.,5788.07,3453792744.0,9.14,51.69,99.43,199.47,2884.43
2018-10-09,85.16,1185.55,14.325,820.0,1076.0,1.1435,95.42,15.95,1.19,5774.2,3115644305.0,9.03,51.04,98.81,198.18,2880.34
2018-10-10,83.82,1188.6,14.375,820.0,1075.0,1.15,95.3,22.959999,1.23,5710.66,3292463491.0,8.96,50.28,98.39,195.78,2785.68
2018-10-11,81.35,1205.55,14.4,824.0,1083.0,1.1575,95.38,24.98,1.18,5397.96,4493270898.0,8.03,44.2,86.61,163.5,2728.37
2018-10-12,80.71,1219.75,14.6,838.0,1084.0,1.1574,95.36,21.309999,1.18,5427.37,3264452114.0,8.24,46.32,87.11,170.16,2767.13
2018-10-13,,,,,,,,,,5437.24,2650315717.0,8.25,46.23,88.35,172.86,
2018-10-14,,,,,,,,,,5446.69,2668731079.0,8.22,45.18,87.37,169.45,
2018-10-15,80.91,1229.95,14.74,845.0,1084.0,1.1581,95.32,21.299999,1.19,5696.0,6381619048.0,8.91,47.39,92.49,181.08,2750.79
2018-10-16,80.53,1230.7,14.755,842.0,1084.0,1.1587,95.33,17.620001,1.19,5699.08,3518521717.0,8.65,46.72,92.79,181.54,2809.92
2018-10-17,79.91,1229.05,14.65,838.0,1080.0,1.153,95.21,17.4,1.21,5691.3,3532417487.0,8.61,46.68,91.63,180.09,2809.21
2018-10-18,80.3,1223.0,14.61,828.0,1075.0,1.1505,95.13,20.059999,1.24,5655.03,3412540221.0,8.48,45.86,89.86,177.55,2768.78
2018-10-19,80.38,1227.85,14.61,835.0,1086.0,1.147,95.06,19.889999,1.26,5615.75,3124831922.0,8.48,46.05,90.09,176.95,2767.78
2018-10-20,,,,,,,,,,5636.4,2935056024.0,8.47,46.35,90.14,178.43,
2018-10-21,,,,,,,,,,5632.42,2826031443.0,8.47,45.98,91.32,178.24,
2018-10-22,80.45,1222.3,14.63,830.0,1105.0,1.1494,95.04,19.639999,1.26,5659.22,3191293770.0,8.49,45.54,92.0,178.0,2755.88
2018-10-23,78.67,1235.95,14.715,831.0,1141.0,1.1478,95.04,20.709999,1.26,5645.81,3241865131.0,8.55,45.81,94.54,178.15,2740.69
2018-10-24,77.34,1230.55,14.745,827.0,1125.0,1.1389,95.16,25.23,1.24,5699.11,2985762860.0,8.55,46.07,93.83,178.85,2656.1
2018-10-25,77.3,1230.8,14.74,832.0,1105.0,1.1416,94.96,24.219999,1.28,5694.44,2834313037.0,8.52,45.93,93.49,178.25,2705.57
2018-10-26,77.4,1233.85,14.69,825.0,1093.0,1.1345,95.35,24.16,1.23,5679.11,2906928691.0,8.51,45.7,92.11,178.34,2658.69
2018-10-27,,,,,,,,,,5684.05,2976274011.0,8.47,45.55,91.13,179.12,
2018-10-28,,,,,,,,,,5691.31,3021831418.0,8.48,45.57,92.11,180.19,
2018-10-29,77.56,1230.8,14.65,837.0,1116.0,1.1381,95.3,24.700001,1.25,5568.13,3685101342.0,8.27,43.15,89.24,173.43,2641.25
2018-10-30,75.68,1225.4,14.425,836.0,1082.0,1.1372,95.17,23.35,1.28,5584.3,3324628506.0,8.28,43.41,90.41,174.17,2682.63
2018-10-31,74.84,1214.95,14.34,834.0,1082.0,1.1318,94.93,21.23,1.31,5583.89,3695001322.0,8.28,43.7,91.77,174.46,2711.74
2018-11-01,71.25,1231.15,14.45,852.0,1091.0,1.1393,94.79,19.34,1.32,5593.07,3349301750.0,8.37,44.09,91.1,174.4,2740.37
2018-11-02,71.11,1232.1,14.82,866.0,1114.0,1.1417,94.59,19.51,1.37,5611.28,3713820924.0,8.41,45.09,92.91,176.23,2723.06
2018-11-03,,,,,,,,,,5586.46,3213561704.0,8.37,44.76,93.85,175.8,
2018-11-04,,,,,,,,,,5593.52,3855315713.0,8.45,47.03,98.07,182.02,
2018-11-05,72.68,1232.25,14.735,863.0,1126.0,1.137,94.7,19.959999,1.33,5626.59,3662384880.0,8.48,46.93,97.59,183.26,2738.31
2018-11-06,70.64,1231.6,14.7,874.0,1129.0,1.1428,94.71,19.91,1.32,5651.39,4119411114.0,8.56,48.93,98.75,191.08,2755.45
2018-11-07,70.1,1229.95,14.67,873.0,1133.5,1.1487,94.69,16.360001,1.32,5710.91,4322080762.0,8.59,47.39,97.52,189.94,2813.89
2018-11-08,69.29,1224.15,14.49,866.0,1118.0,1.1424,94.52,16.719999,1.32,5676.86,4079984654.0,8.49,46.07,95.38,186.68,2806.83
2018-11-09,69.01,1211.4,14.34,858.0,1122.0,1.1346,94.59,17.360001,1.31,5632.3,3823575941.0,8.43,45.77,94.28,185.29,2781.01
2018-11-10,,,,,,,,,,5653.57,3268199597.0,8.43,46.22,92.84,187.48,
2018-11-11,,,,,,,,,,5661.9,3474644904.0,8.36,45.36,93.94,186.64,
2018-11-12,69.81,1205.55,14.16,852.0,1114.0,1.1265,94.75,20.450001,.,5675.69,3793663395.0,8.34,45.12,93.66,187.45,2726.22
2018-11-13,65.45,1202.1,14.02,843.0,1112.0,1.1261,94.75,20.02,1.29,5621.9,4012097766.0,8.18,43.93,92.92,182.84,2722.18
2018-11-14,64.88,1203.25,13.97,835.0,1123.0,1.1296,94.79,21.25,1.30,5072.28,6540796380.0,7.43,38.55,80.22,160.34,2701.58
2018-11-15,65.61,1211.85,14.13,833.0,1130.0,1.1305,94.79,19.98,1.30,4987.67,6215898581.0,7.23,38.81,78.3,159.67,2730.2
2018-11-16,65.29,1222.4,14.285,842.0,1178.0,1.1346,95.12,18.139999,1.25,4882.04,4662067145.0,6.9,37.18,76.23,153.39,2736.27
2018-11-17,,,,,,,,,,4864.48,3767902698.0,6.76,36.72,77.07,152.39,
2018-11-18,,,,,,,,,,4927.9,3643047873.0,7.01,37.09,78.33,155.16,
2018-11-19,64.14,1221.6,14.36,844.0,1172.0,1.1427,95.09,20.1,1.26,4253.28,6168752372.0,5.79,31.99,63.29,130.24,2690.73
2018-11-20,61.5,1223.0,14.44,845.0,1155.0,1.1421,95.02,22.48,1.28,3914.93,7358706542.0,5.07,29.06,58.47,114.62,2641.89
2018-11-21,61.65,1226.1,14.42,846.0,1152.0,1.1409,94.89,20.799999,1.28,4041.6,5381978215.0,5.44,30.45,60.55,120.05,2649.93
2018-11-22,61.11,1227.05,14.52,845.0,1149.0,1.1403,94.89,21.159999499999998,.,3828.6,4012797784.0,5.05,28.23,57.75,111.11,
2018-11-23,57.69,1223.65,14.255,838.0,1141.0,1.1352,94.77,21.52,1.29,3833.61,4271926685.0,4.9,28.36,58.76,108.73,2632.56
2018-11-24,,,,,,,,,,3422.35,4126733859.0,4.51,25.77,51.46,100.09,
2018-11-25,,,,,,,,,,3537.53,6019360978.0,4.57,27.25,51.21,102.73,
2018-11-26,59.7,1223.4,14.38,841.0,1144.0,1.1363,94.72,18.9,1.30,3334.84,5713817373.0,4.35,25.95,46.96,95.6,2673.45
2018-11-27,59.58,1221.2,14.275,843.0,1143.0,1.1328,94.54,19.02,1.34,3381.92,5293486603.0,4.35,27.5,50.57,97.38,2682.17
2018-11-28,57.97,1213.25,14.15,831.0,1181.0,1.1284,94.75,18.49,1.34,3744.88,6444154685.0,4.69,30.46,55.88,107.7,2743.79
2018-11-29,58.29,1226.25,14.265,820.0,1174.0,1.1387,94.93,18.790001,1.28,3756.5,5720422685.0,4.69,29.67,53.72,103.19,2737.76
2018-11-30,57.71,1217.55,14.235,805.0,1205.0,1.1359,95.01,18.07,1.26,3549.3,5309692980.0,4.49,28.33,51.06,99.99,2760.17
2018-12-01,,,,,,,,,,3722.88,4749143754.0,4.67,30.33,52.69,104.79,
2018-12-02,,,,,,,,,,3650.52,4648614729.0,4.63,29.73,52.11,102.63,
2018-12-03,60.17,1230.3,14.385,804.0,1213.0,1.1332,95.08,16.440001,1.23,3429.27,4487958254.0,4.5,27.36,48.29,95.92,2790.37
2018-12-04,61.22,1240.3,14.545,799.0,1243.0,1.1409,95.22,20.74,1.16,3488.17,4427848502.0,5.18,27.49,50.23,97.16,2700.06
2018-12-05,61.4,1235.9,14.48,794.0,1255.0,1.1354,95.17,20.9650005,.,3308.43,4674360211.0,5.27,25.82,45.53,90.31,
2018-12-06,57.83,1242.55,14.38,788.0,1221.0,1.1351,95.19,21.190001,1.15,3095.35,5180621996.0,4.35,23.69,40.91,80.67,2695.95
2018-12-07,61.71,1243.3,14.485,789.0,1208.0,1.1371,95.31,23.23,1.17,3004.02,6009093842.0,3.98,22.2,40.81,81.95,2633.08
2018-12-08,,,,,,,,,,3053.37,4659853943.0,4.13,21.84,40.03,80.95,
2018-12-09,,,,,,,,,,3168.85,4345698098.0,4.26,22.75,41.86,83.42,
2018-12-10,60.29,1245.35,14.53,786.0,1234.0,1.1425,95.12,22.639999,1.19,3084.09,4402234762.0,4.15,21.68,39.27,80.73,2637.72
2018-12-11,59.73,1245.3,14.64,786.0,1256.0,1.1379,94.79,21.76,1.22,3024.59,4135506445.0,4.36,21.02,37.75,78.56,2636.78
2018-12-12,59.94,1245.75,14.655,790.0,1260.0,1.1346,94.69,21.459999,1.24,3065.85,3655878738.0,4.42,21.54,38.63,79.65,2651.07
2018-12-13,59.03,1242.75,14.68,794.0,1262.0,1.1371,94.71,20.65,1.25,2916.66,3818840738.0,4.09,20.83,36.05,76.17,2650.54
2018-12-14,58.56,1235.35,14.58,784.0,1233.0,1.1285,94.75,21.629999,1.23,2867.3,3848858476.0,4.01,20.75,34.74,74.55,2599.95
2018-12-15,,,,,,,,,,2862.24,3140792551.0,4.04,21.03,34.36,74.67,
2018-12-16,,,,,,,,,,2876.58,3311005687.0,4.11,22.64,34.79,75.4,
2018-12-17,57.59,1241.65,14.6,782.0,1258.0,1.1341,94.84,24.52,1.22,3124.27,4783549393.0,4.5,25.79,38.61,83.82,2545.94
2018-12-18,55.26,1246.3,14.655,785.0,1266.0,1.1377,94.98,25.58,1.17,3249.05,5208480696.0,4.92,26.5,40.95,88.88,2546.16
2018-12-19,55.6,1255.0,14.645,791.0,1253.0,1.1405,95.11,25.58,1.11,3289.63,5986990755.0,4.82,26.07,40.67,88.93,2506.96
2018-12-20,52.84,1259.75,14.77,791.0,1271.0,1.1451,94.72,28.379999,1.16,3608.39,7839662099.0,5.06,28.64,48.07,101.43,2467.42
2018-12-21,51.93,1258.15,14.69,790.0,1242.0,1.1414,94.82,30.110001,1.17,3426.89,6289151092.0,4.9,27.08,45.57,96.3,2416.62
2018-12-22,,,,,,,,,,3530.07,4930147752.0,5.22,28.01,45.49,102.68,
2018-12-23,,,,,,,,,,3516.36,5409431666.0,5.33,29.42,46.39,114.98,
2018-12-24,51.82,1263.075,14.675,791.5,1249.0,1.1408,94.91,36.07,1.15,3576.95,6367092218.0,5.39,29.11,49.41,122.99,2351.1
2018-12-25,51.71,,,,,,,33.24,.,3342.62,5400778587.0,4.86,27.28,44.32,113.75,
2018-12-26,51.6,,,,,,94.82,30.41,1.21,3395.23,4666407529.0,5.03,27.27,43.46,116.07,2467.7
2018-12-27,51.49,1268.0,15.055,793.0,1256.0,1.1377,94.89,29.959999,1.22,3197.25,4515667899.0,4.62,24.75,38.9,101.98,2488.83
2018-12-28,50.57,1279.0,15.295,788.0,1270.0,1.1454,94.92,28.34,1.21,3429.7,4926483744.0,5.25,28.42,43.5,120.31,2485.74
2018-12-29,,,,,,,,,,3339.22,4362951863.0,5.1,27.59,42.05,120.63,
2018-12-30,,,,,,,,,,3379.54,4169719433.0,5.24,27.95,42.28,122.26,
2018-12-31,51.733333333333334,1280.95,15.465,786.5,1268.5,1.145,95.07,25.42,1.21,3256.93,4075287996.0,5.36,26.51,40.23,116.06,2506.85
2019-01-01,,,,,,,,24.3199995,.,3353.51,3762954295.0,5.3,27.9,42.2,122.87,
2019-01-02,,1282.9,15.44,785.0,1267.0,1.1397,95.11,23.219999,1.19,3483.45,4576184793.0,5.47,29.53,46.16,136.96,2510.03
2019-01-03,69.08,1290.45,15.535,794.0,1269.0,1.1348,95.64,25.450001,1.14,3368.36,4001806385.0,5.18,28.12,43.73,130.93,2447.89
2019-01-04,,1279.9,15.705,800.0,1269.0,1.1403,95.5,21.379999,1.17,3385.3,4256130691.0,5.32,28.44,44.43,135.65,2531.94
2019-01-05,,,,,,,,,,3374.29,4508452987.0,5.32,30.66,43.82,136.58,
2019-01-06,,,,,,,,,,3572.6,4911587474.0,5.61,34.44,48.09,138.24,
2019-01-07,57.1,1292.2,15.75,823.0,1313.0,1.1445,95.45,21.4,1.18,3506.49,4582163592.0,5.48,32.93,46.02,132.15,2549.69
2019-01-08,56.91,1286.45,15.64,820.0,1309.0,1.144,95.44,20.469999,1.15,3518.61,4622706093.0,5.8,34.46,46.4,131.25,2574.41
2019-01-09,59.46,1288.6,15.62,821.0,1337.0,1.1455,95.53,19.98,1.16,3492.61,4465775989.0,5.75,33.74,45.62,130.52,2584.96
2019-01-10,60.47,1291.9,15.705,821.0,1328.0,1.1535,95.4,19.5,1.20,3197.26,5949667693.0,5.14,29.43,39.54,111.78,2596.64
2019-01-11,59.24,1288.95,15.68,822.0,1327.0,1.1533,95.61,18.190001,1.18,3215.77,4813551344.0,5.3,28.19,39.95,111.24,2596.26
2019-01-12,,,,,,,,,,3192.2,4167066718.0,5.21,28.24,39.24,109.83,
2019-01-13,,,,,,,,,,3100.22,4081510587.0,4.86,26.47,37.62,102.0,
2019-01-14,58.8,1292.75,15.615,807.0,1337.0,1.1467,95.51,19.07,1.20,3230.38,4931262473.0,5.37,28.21,40.02,112.5,2582.61
2019-01-15,58.65,1294.4,15.6,802.0,1328.0,1.1424,95.43,18.6,1.21,3180.92,4826493670.0,5.19,27.6,39.38,106.92,2610.3
2019-01-16,59.81,1292.3,15.54,800.0,1345.0,1.1389,95.4,19.040001,1.20,3206.83,4726207977.0,5.43,27.92,40.52,108.4,2616.1
2019-01-17,59.85,1290.7,15.575,805.0,1392.0,1.1396,95.27,18.059999,1.21,3228.89,4794373156.0,5.63,27.99,40.07,108.62,2635.96
2019-01-18,62.04,1284.2,15.47,801.0,1375.0,1.1402,95.2,17.799999,1.21,3217.8,4391389679.0,5.77,27.54,39.7,106.45,2670.71
2019-01-19,,,,,,,,,,3280.02,5239221707.0,5.84,28.63,40.66,109.54,
2019-01-20,,,,,,,,,,3168.37,4910916066.0,5.71,27.43,38.81,105.12,
2019-01-21,62.18,1279.55,15.26,798.0,1353.0,1.1362,95.15,19.299999,.,3145.29,4403104786.0,5.76,27.45,39.21,103.05,
2019-01-22,60.9,1282.1,15.26,793.0,1337.0,1.1354,95.23,20.799999,1.20,3172.1,4673576344.0,5.74,27.88,40.41,104.5,2632.9
2019-01-23,61.05,1279.8,15.385,790.0,1348.0,1.1367,95.14,19.52,1.21,3148.85,4781808212.0,5.75,28.11,39.42,103.16,2638.7
2019-01-24,61.09,1283.7,15.3,795.0,1316.0,1.1341,95.21,18.889999,1.20,3183.18,4622425249.0,5.75,28.97,40.47,103.75,2642.33
2019-01-25,61.49,1293.9,15.375,812.0,1331.0,1.1346,95.09,17.42,1.22,3157.0,4655025022.0,5.91,28.93,41.12,102.06,2664.76
2019-01-26,,,,,,,,,,3158.25,4471111795.0,6.14,29.06,40.09,102.12,
2019-01-27,,,,,,,,,,3140.37,4883840130.0,6.21,28.56,40.81,99.37,
2019-01-28,59.71,1302.15,15.685,811.0,1342.0,1.1418,95.04,18.870001,1.23,3036.36,6053805249.0,5.43,27.3,38.14,93.26,2643.85
2019-01-29,60.98,1307.55,15.855,816.0,1342.0,1.1422,95.19,19.129999,1.20,3015.45,5159530989.0,5.41,27.2,38.23,92.35,2640.0
2019-01-30,61.89,1310.7,15.915,812.0,1344.0,1.1429,95.55,17.66,1.17,3035.27,5207877005.0,5.38,27.8,38.54,94.82,2681.05
2019-01-31,62.46,1323.25,16.075,821.0,1380.0,1.1488,95.96,16.57,1.08,3020.3,5076967762.0,5.48,27.65,38.14,93.52,2704.1
2019-02-01,61.86,1318.7,16.01,825.0,1368.0,1.1471,95.75,16.139999,1.11,3044.25,4736801752.0,5.73,28.65,38.16,93.92,2706.53
2019-02-02,,,,,,,,,,3073.15,4426467434.0,6.02,30.02,37.87,96.38,
2019-02-03,,,,,,,,,,3023.36,4402303328.0,5.88,29.19,37.45,93.82,
2019-02-04,62.26,1312.15,15.745,816.0,1362.0,1.1445,95.58,15.73,1.14,3024.73,4654349050.0,6.21,29.83,37.42,94.28,2724.87
2019-02-05,61.67,1314.2,15.865,822.0,1377.0,1.1423,95.58,15.57,1.11,3038.16,4571042508.0,6.85,30.02,37.98,94.17,2737.7
2019-02-06,62.22,1312.4,15.73,819.0,1378.0,1.1394,95.63,15.38,1.13,3003.62,4804980361.0,7.11,28.98,37.96,92.31,2731.61
2019-02-07,61.01,1310.0,15.71,805.0,1398.0,1.1345,95.68,16.370001,1.11,2998.16,4403646446.0,6.82,29.3,38.11,92.19,2706.05
2019-02-08,61.37,1314.85,15.78,799.0,1394.0,1.1346,95.75,15.72,1.10,3237.06,6822417323.0,7.57,38.37,42.48,105.29,2707.88
2019-02-09,,,,,,,,,,3240.96,5437061453.0,7.83,39.54,42.87,105.43,
2019-02-10,,,,,,,,,,3258.58,5546020370.0,8.13,41.35,44.0,110.21,
2019-02-11,61.3,1306.4,15.705,791.0,1388.0,1.1309,95.55,15.97,1.13,3234.71,5542891913.0,8.47,38.29,42.8,107.54,2709.8
2019-02-12,62.58,1310.0,15.81,786.0,1400.0,1.1296,95.53,15.43,1.14,3223.96,5745528367.0,8.24,38.76,43.28,108.16,2744.73
2019-02-13,63.27,1312.8,15.695,788.0,1408.0,1.1305,95.53,15.65,1.14,3224.07,5681836828.0,7.94,37.28,43.79,108.79,2753.03
2019-02-14,64.0,1311.45,15.58,782.0,1403.0,1.1268,95.75,16.219999,1.12,3202.04,5566592914.0,7.77,36.86,41.49,107.47,2745.73
2019-02-15,65.65,1316.55,15.675,788.0,1437.0,1.126,95.72,14.91,1.10,3205.25,5393235770.0,8.21,37.8,41.99,108.09,2775.6
2019-02-16,,,,,,,,,,3213.2,5253613477.0,8.08,38.59,41.53,109.11,
2019-02-17,,,,,,,,,,3252.19,6231587653.0,8.16,38.89,42.55,118.27,
2019-02-18,66.41,1325.5,15.765,808.0,1456.0,1.1328,95.69,14.895,.,3461.66,8771050617.0,8.52,42.47,45.7,129.16,
2019-02-19,65.86,1334.15,15.78,811.0,1470.0,1.1294,95.85,14.88,1.08,3480.86,8781763042.0,9.32,42.21,46.15,128.18,2779.76
2019-02-20,66.82,1343.75,16.035,822.0,1491.0,1.1342,95.88,14.02,1.07,3525.3,7666495231.0,9.67,45.64,45.93,131.81,2784.7
2019-02-21,66.91,1331.25,15.91,826.0,1481.0,1.1354,95.76,14.46,1.10,3486.7,6852718005.0,9.25,43.34,44.47,128.86,2774.88
2019-02-22,66.91,1329.05,15.87,830.0,1482.0,1.1325,95.99,13.51,1.06,3532.99,6901351704.0,9.56,43.93,46.43,131.5,2792.67
2019-02-23,,,,,,,,,,3653.83,7869699502.0,9.51,45.58,47.46,140.06,
2019-02-24,,,,,,,,,,3359.56,9520832439.0,8.92,39.39,43.21,119.78,
2019-02-25,64.02,1331.05,15.955,853.0,1528.0,1.1355,95.87,14.85,1.06,3416.38,8216149522.0,8.66,40.66,44.06,123.03,2796.11
2019-02-26,64.51,1325.05,15.83,853.0,1540.0,1.1361,96.06,15.17,1.05,3382.94,6978679595.0,8.36,39.93,43.36,121.2,2793.9
2019-02-27,65.55,1322.85,15.86,868.0,1558.0,1.1386,95.87,14.7,1.10,3384.33,7286001401.0,8.7,40.06,43.93,119.63,2792.38
2019-02-28,65.03,1319.15,15.815,871.0,1544.0,1.1416,95.79,14.78,1.11,3389.31,7381774740.0,9.11,40.65,43.19,120.23,2784.49
